filename,class,xmin,ymin,xmax,ymax
498e8f74-2c0e-4b8e-a804-acaed6b50ec82269604847997701333_jpg.rf.78ca9d91e5313ba21557309c1e195e29.jpg,cow,172,113,586,339
e34aaa89-0d67-4962-940c-7866db2ce9c1149921793985476183_jpg.rf.3647d63b7130a82948dc9255ceaccb6e.jpg,pig,266,205,567,460
134aa1af-a4d5-4f77-ac02-930d25378f3d3121590891341018776_jpg.rf.8c82e7bfa6ee0949069a0dc637db3985.jpg,cow,6,146,495,485
15d5fbdf-27ae-48cd-96e8-a64572526ed33418038549597098175_jpg.rf.149c90082e4eb8d79035a3cc29f89f9b.jpg,goat,165,231,442,375
0f64cb6b-7df1-4861-a8e2-97aaa119647c6718123137727067338_jpg.rf.bd8d3b6ee75f7fa59b8c05c38e006427.jpg,cow,222,4,463,264
907d80fd-06c5-448f-a9d2-d1b29e153ecc4814359966173640786_jpg.rf.3f45c7ff2f6716d735c884f943e0c5b3.jpg,cow,207,124,377,531
832bd39f-e6a6-458b-b6b9-cb315d93ca732417063693987745560_jpg.rf.9e18108bb46fe2598e3510513776df77.jpg,goat,10,20,641,385
3889c386-15ca-4c72-9ad9-57cf496b996e2500593590691754979_jpg.rf.7a08176d9f1962ac4bde5a468300db57.jpg,cow,156,164,636,419
f7e12357-b89b-4466-913b-8be056c911da1758340477416658958_jpg.rf.c8acebb3352f87fbbb9dba301b030d62.jpg,cow,36,71,641,578
1c955749-ce26-4904-a6dd-8cd5b45366935142779379132051179_jpg.rf.744e461089ba35a5e6c66dc0824a7250.jpg,pig,116,186,437,459
8cc3c3c9-73b4-4973-bfba-6f2706e807db6765638129305408939_jpg.rf.9790168a523d0e9185435f16214f820d.jpg,cow,30,1,255,410
7928dac8-1d5f-451a-9117-ada184fc66042090075928907101018_jpg.rf.3eac914482466ac2a7ec3d833d7da630.jpg,cow,71,108,574,429
9bfa4fd9-1452-4669-9310-5eaba9cc65a02574155778422551512_jpg.rf.68d2e72ea213c6541d4b88c82c47bbf0.jpg,goat,44,108,576,588
7e2ee2b1-a91d-468e-a431-5d94f27f2db57700486846938130556_jpg.rf.7415be9596d89181e232c0fba315531f.jpg,cow,288,245,463,454
f0d50db2-eb0f-4412-9d1e-2f86726a60554966718046702739260_jpg.rf.65dfaedcd4e7b6c292ccfdb7ce257fdf.jpg,cow,111,123,584,549
9d355296-71e0-4eca-9c1a-c7f8b03c33c74330616718662959540_jpg.rf.0a692b0dd3ec40793f6fc377662bbb46.jpg,cow,26,56,641,570
c34fa6ed-5bee-4894-9832-c3c56c77f2be4501408876479378292_jpg.rf.ceb7bb23bf1204d21ad43a08d03665c3.jpg,cow,32,110,519,589
0dd13e2a-7497-430d-a82b-019ca42ade3a4374118573935233393_jpg.rf.6a08dcd72a0fdd71ed719ab1dbda727e.jpg,goat,1,98,574,515
2980cccb-a416-4127-999f-0b85a1f878c75765392398293715255_jpg.rf.860774c164a66e68ac858ee5801a547f.jpg,cow,1,129,641,617
eae52891-c7c7-4f1c-88c9-c3236fb635609151590963999911978_jpg.rf.aa7b80057667ad5ddac3b09ec9e47109.jpg,pig,181,263,480,369
3d8dca4a-a0a0-4c6c-85b8-d09461f612a51230475024569689086_jpg.rf.a9a247d099346f9111a5a654cd90e641.jpg,cow,43,77,416,339
cc927ff3-f127-4283-8389-5b1260c30e5d8217895129433412466_jpg.rf.c9c758a0bc5512df04fa4a466dbeabfa.jpg,goat,96,79,641,641
4139f32c-1722-4e0e-8e00-bb8670a562586948934874063303336_jpg.rf.c6e209ad0b8d937cbcea92e73fd02c7a.jpg,cow,96,68,548,354
6a8a9779-78c2-4366-93ab-a871f0cdc8e66630452199008315296_jpg.rf.30a33fa00d1e9df6e7be6e1378e39b76.jpg,pig,23,131,545,320
27599b61-752b-460d-a460-bd0b5f43d0918632225393794005908_jpg.rf.755a269a2708a7c795bc52c9492e8120.jpg,pig,274,220,511,414
02a34879-bbad-4d20-a990-b643d442e4e544107826613299464_jpg.rf.d199d39fa0b48f25ff49e6ecadab1b0f.jpg,goat,83,43,533,533
75c59276-936f-4ad8-a654-560897da96de373571359351238647_jpg.rf.2fd55e6029e20a6727bb79eec9c77cdd.jpg,cow,1,3,628,448
cdbd6a82-817c-44f2-add8-fb7c2029b39b3885863589020434000_jpg.rf.c7bd4bb68ac4b1c4809458f4e211cc04.jpg,pig,113,176,587,521
32db4bca-a92f-45e7-9c8e-b8fc3c6799ef304107722568405867_jpg.rf.2342b2dd7989829a7eae03becae71598.jpg,cow,94,14,641,641
5b86c69e-8404-4d92-b7af-5fda891f50f05264674528995763286_jpg.rf.db0a5e7dbbbe168ac0e1027b48315453.jpg,cow,109,56,590,332
9eb44ec6-d354-42e7-9da2-a8903b6e3f038161307805905598532_jpg.rf.510a8525ea8eee29e4fa3cdcf80d29cb.jpg,cow,5,1,508,581
6f7a3b42-9779-436c-9948-9c36239a1a868328041775062776957_jpg.rf.1875d4606be6c0938c66da9f36511994.jpg,pig,187,19,641,498
f7d3367f-d4d5-4860-8a0c-9f2b192aa2d27175331981471890180_jpg.rf.5019d13d093a4e168a647ace840874fa.jpg,pig,229,54,633,513
3457307a-e8f7-4742-b0e5-c59b2d41c0b42639311874671050404_jpg.rf.211f6a05a61c4a0a84d034470f31a160.jpg,goat,137,46,568,593
10f7bc8f-121c-414f-a925-895ea4a401c18487690359510038745_jpg.rf.89d7cee576374f28f87f142b8942f55a.jpg,cow,1,1,560,407
76afc81c-1217-4283-b345-fa6d1edf42c84589543767517537908_jpg.rf.03e3c032903497cf23b9695af086aeba.jpg,pig,77,48,641,641
31aefd20-5dc1-4676-8928-3ae56de0f2979157711773829102892_jpg.rf.94916fe60737324d46b91304d54db658.jpg,goat,4,166,641,640
c5af6c5e-0762-4220-899f-6a3ee0be15da3479496040667605856_jpg.rf.30df5f54fe3739557ac68cc6103b24e7.jpg,pig,125,43,548,502
00e50a63-e1bf-44f1-9b6f-ec174a7e016c4935394145469669487_jpg.rf.2f75b44aaf3b547218a632401c419a30.jpg,cow,1,160,641,517
ed2dbb12-421a-48de-8b54-6b40b9bd5f9f8566751112555180388_jpg.rf.2e2948437b027632c5982af0ecd7701e.jpg,goat,207,54,585,461
c225f1ce-7e71-4d44-a47c-acd3dec9866f8163841181183188811_jpg.rf.27ecc8e9f0eb1f63465ca3f15dd72a0e.jpg,pig,122,140,641,640
db10d3b6-7faf-4376-9822-fb9181f142371696939801129703908_jpg.rf.c3243def32b56f3ecd7cbe2563ea661e.jpg,cow,1,84,621,368
d324e999-5dd4-466e-8533-45001a5295bf8540834642127780380-Copy_jpg.rf.b3e77c11244c4e9ee11c610ffa876c5e.jpg,goat,212,168,534,400
034fd1fc-73f3-4d91-81f7-742ff421751f3508788461423545450_jpg.rf.d99984e956c04ba4ce89e8806d515634.jpg,cow,12,174,641,641
ea83bb98-d87c-4e44-b6d8-64d341ccaaae7266147448195026205_jpg.rf.983a4d104d0e753c489da97c6f21bf3a.jpg,cow,1,52,535,566
b376f2d6-71cc-433b-82d1-a3fc5b5507c56550109353598408582_jpg.rf.11fdb6677ceb971d3521e6545b20653e.jpg,cow,245,201,429,298
bad2107b-a783-4c9b-a623-cb7d8485d0e96803193195837170412_jpg.rf.cc4c3068e77afd02bde0c5bdcc2f57ab.jpg,cow,278,41,509,337
6f0b5468-bbe4-4231-be01-897e6e4330dc1185403950443923076_jpg.rf.d0b8c63e64b3809b82bc172d86c02e37.jpg,pig,211,1,641,268
bbdec800-2b0a-45ee-a61a-e1a1893bfc828831701190939496272_jpg.rf.04ee408dcd3fe401a0477cdf1cd45959.jpg,cow,238,87,641,475
9f7c4c63-a7f9-464b-8a8a-24e2a76498f1359417645258719201_jpg.rf.1e09e039cad811fef04dedcbba35f150.jpg,cow,55,55,641,542
d6263a52-aa37-476b-8183-b4c51cf538394932406385727512256_jpg.rf.783e12f8a4c3054971ce11a2cdcc15ed.jpg,goat,147,14,626,455
b60d19ef-978f-4664-853b-1723fe0ac18d2571423794311152594_jpg.rf.27ce9eceb674800fc9e97b2ddaa55274.jpg,cow,1,153,641,421
8d7e127b-83da-437a-a15e-7e46184aeb685007441023706269890_jpg.rf.5f9c14a9e27bc704df9f4b96f7726ea3.jpg,cow,1,1,449,583
469f66d3-5ed7-4e9d-b598-278dc2ec4c0e2224861491207700560_jpg.rf.582f28b2c132a04492aca12a42775572.jpg,goat,248,177,457,567
abc8dc06-fb4b-4356-89f9-29667f9e5a932670373476555554491_jpg.rf.c984287e7b3bf433e51a15f5d0553481.jpg,cow,1,154,540,401
afb1256f-65ae-4b78-9ee7-6482304c9dff3929155385073196170_jpg.rf.166aa0c5e6b112be572b51e2951aecda.jpg,cow,134,1,641,601
c2d08e76-0c8f-401a-b2b8-c671ed273c115777554319196184404_jpg.rf.6a2a0044b3467898573247cb9a180f2b.jpg,cow,4,1,498,405
e5f53053-74a5-4a63-bd87-8d4a44bf31577805399731371075307_jpg.rf.5ab4dc60e4f4dd040304a02fc4dc2604.jpg,cow,35,51,616,531
064bfa35-2f3a-477f-aa0f-8f15efcddef06567627732278266271_jpg.rf.2db7f8ee6ac29646a2073c07688c8971.jpg,cow,67,20,619,606
9f155883-f95e-473c-a625-82488c8bb5b87226866580558524377_jpg.rf.db45385c1c1cbab2f7bfb6c81e257891.jpg,cow,125,1,421,308
f2b0caa4-5311-46cb-9d5f-1ed0e716827a1335613312972929302_jpg.rf.91d3e07a4081edbfba9cfabcf20bca58.jpg,cow,26,36,641,586
72998a7b-f1dd-4ff8-bb9b-582cdb9b25d2191069936572956448_jpg.rf.040ccfc63c0f765b890b99a4b1095d61.jpg,cow,10,155,641,641
9879b767-66c5-4aae-a7d2-90a56b5160a97803604780124740448_jpg.rf.d8df81c4b8ae76d3e687b798f349bbd6.jpg,cow,46,25,611,471
897de1bb-3a08-48ff-ac62-23879180624a8200124099579293154_jpg.rf.985bff8e2e2d375f65e6b05adddd49d1.jpg,cow,72,89,581,491
a4214c77-79c7-45c0-9211-8ef6dfebcf8e2253794609053729603_jpg.rf.d0f61100151377e56b90ad6df8e15450.jpg,cow,95,28,479,399
5b863a3d-97ff-4037-8fc6-dbf0c6f179f3610126026907358256_jpg.rf.89f53ffd005f6a28915715327f28ebad.jpg,cow,124,1,545,391
75043788-ff9d-4b36-8530-d9731459bfd9484895792859146142_jpg.rf.55447a5d79dfd7071227fc8144a6bae3.jpg,cow,69,1,531,311
73ec2700-ce52-409c-bdf9-8ad109cc342d1273129638339836992_jpg.rf.10a5858aaed243daf4f3e9cf3adb318f.jpg,pig,46,83,487,616
4fb62dfb-6b41-4c83-acc4-e41cb5a0ef2f1725328016527315155_jpg.rf.d2ee5fdda66534a1096ff2075304a0f5.jpg,pig,1,229,549,465
2c84ab07-8950-4495-bd35-716c2bd5e734302368169651273098_jpg.rf.c8238e189af50af63795f4b5d66c80ac.jpg,cow,1,149,459,417
a689b45e-8249-4dfa-b5dd-0c19f42357c32110468508083002804_jpg.rf.6a6e4e29ed37ef4a100b48fb866a3f27.jpg,cow,98,197,581,490
d2d9da03-13cc-4dba-91a9-4a0bcf76370d6107071852039195137_jpg.rf.e2b8b6441a8a1af5d7a561cbbbce792f.jpg,cow,31,24,558,641
822708df-1d74-45cf-af72-560a18be9e5a1702122423500001436_jpg.rf.ddb46fe7f62c1a793dcb0b1a171d54b3.jpg,pig,144,6,641,323
9016b19a-11bf-4a52-9bfe-b123f7e062123655308123013817282_jpg.rf.cef84441fb4c5120e980037b6a7b333d.jpg,goat,36,175,455,435
fe933713-cf7d-4011-8dd6-b2514756c1ef5269107551896150845_jpg.rf.178291d3387267cb92eb37f507857a6e.jpg,goat,1,1,641,641
49563237-c2d6-4f9f-bacf-d0fe6649e8443037296083238198940_jpg.rf.6e0390b510682dee27dc2f8c74d943d6.jpg,cow,98,99,372,236
16bc27e3-28e0-4287-a4d9-be035fc133d63875912411641612911_jpg.rf.c4c938880e8f37dec3f5c644f1033914.jpg,cow,147,145,525,543
6d559cd8-c76c-425b-9541-a1dea0d4300e7260386602793585058_jpg.rf.b0ccf2cd25ce18fae97198e54c2b1989.jpg,pig,7,1,459,329
097ef816-11a0-49a8-8a1c-ab7b39f3ece42233652433738460030_jpg.rf.34122be821fc34dfd52cd1dd57c38e7f.jpg,goat,207,203,435,559
ca1bf173-f0a8-4d64-9ac7-54cb958de7fd8111413483137579221_jpg.rf.688ee400ce6b6a64f2e6fbab23280e53.jpg,cow,193,131,473,280
c784df0e-e222-4f1a-b96f-af152c2ad5d17345616150066986284_jpg.rf.52bc94e912ce23a6d1d50ca1748b8d7e.jpg,cow,69,38,539,443
d86c346a-c8e1-4fd0-8a16-e7275f4459703063708894122638203_jpg.rf.820219e01508c7fb75d425f705767b4d.jpg,pig,1,143,641,389
e6f4b3ee-1b04-4825-9b73-3312fd2cf11c6332270185460708541_jpg.rf.3b025cba875ee41d39d7a6007b125a91.jpg,cow,1,12,575,316
dc7db408-1c7b-4c90-88e2-23c642d80ec55259544837108739010_jpg.rf.09fd1ed4639b6c1f2c7de8cc61d5c8a3.jpg,cow,143,160,459,550
5d635b72-6e69-4c3b-86a1-d230c4bbc21c578938806596052045_jpg.rf.f6a026bc037ee0180b23ab65a88e6fa1.jpg,cow,44,27,578,529
293b80c8-abf3-48e5-8133-dfedba6c3a5d2881725389888551900_jpg.rf.a860ab736dd54a7f3ccd26208ab3be98.jpg,cow,6,3,641,641
3c7857e2-6af1-4835-a8dc-9048378c70b08286413559162505765_jpg.rf.4cec087063898615940cf93d852b9afd.jpg,goat,241,50,413,360
18edf0e7-a186-4ebe-811d-e117445dbdcc4245919917726228622_jpg.rf.827828ebc835c332ef917bbe246d28ec.jpg,cow,47,100,641,427
1be0baa7-2154-47f6-82ab-24e38b30db267367287982417771381_jpg.rf.4e614b6ef2c6ca5d9f0c78986f6d2450.jpg,cow,101,4,566,386
78b3e8c4-0fb8-4bed-a28b-26f2c016dcc77608213028361135488_jpg.rf.6f0e23a72ec4616b3eb82a172e0ed0da.jpg,cow,246,249,404,385
1d4b6138-98c9-431e-a6b3-76acbf8bd9634774465857934993001_jpg.rf.4e4dad94b5df8efc3f610886ea0344d3.jpg,cow,143,86,529,397
d46d2c99-529c-4ed3-ae2d-3dbf5483136d1571543840823932303_jpg.rf.3ac720952c51ee0fe140fe50d2637865.jpg,cow,231,166,513,357
112ee136-86d2-4588-bf5c-43534c59098b477222556406274289_jpg.rf.d79d618c60e132eee00eda668ce6a9b2.jpg,cow,134,28,480,433
80438c05-d817-49e4-87fb-0e65a1d24aa67356135054904335656_jpg.rf.37db8ce0f9b83548b4b405b4bd41217e.jpg,pig,130,120,469,356
8077ef7b-1f02-4832-a7eb-6c8f10e9ab5b6911556400707978109_jpg.rf.835869eb13284246408a2586a220a873.jpg,pig,1,53,638,582
50adecf1-887a-46a9-8b70-5921d2f85bc03595980357855276956_jpg.rf.81a60cbe392ba5198b58f7687733fc26.jpg,goat,32,59,641,641
1543c6cf-3b1d-4ff8-846f-1553651338c51766668973754055907_jpg.rf.c6aa717b672e5201699ba1f4c7eceaee.jpg,goat,1,22,640,587
39d9b865-ef19-44bc-899f-d420872c8f9e8200696556210952596_jpg.rf.d4e9e9b2231b0459ee50b64af150c3ba.jpg,cow,63,12,524,381
72f00f34-bd09-4b2e-8677-3644887a344d1643563719551001044_jpg.rf.797e093af13fffe65d8a519dfbcfa08d.jpg,cow,11,117,487,491
fb917406-d973-4026-8ac1-11e2c6110ce33057347186704896703_jpg.rf.ac4efa163087fc2b34cded35ca8bff69.jpg,cow,76,134,641,641
d692ec94-9598-4cf6-bd64-6a7697e3cf9e6633556403698104658_jpg.rf.a4a36d23c779ee908c5dd802ee5886d1.jpg,cow,181,195,524,446
7da0a58b-2e0c-468b-8163-180967dea7a94717359985076317089_jpg.rf.b93b6eb6883fe9b03dea1ed16cd19597.jpg,pig,123,107,641,344
bd863914-ede6-4773-a45a-8a7c457815d92369776552947613005_jpg.rf.631d834c1a7384aa2493357e9e8ecf07.jpg,cow,32,87,633,605
4df51d51-338c-45ef-ad3e-53a5c35a935a1238991934137765357_jpg.rf.380e997ce766ea627f0e118ad4053b10.jpg,cow,44,118,595,390
50e53949-6f5b-47e4-9583-53ddb3ff9b56564487990906486413_jpg.rf.bddc9ea02b1d0c2e1900fc485efff46a.jpg,pig,269,281,364,418
f3f92551-f3f9-4e65-a4b8-68db203cd0dd5967030334414918675_jpg.rf.137bf14a804df71f83400dd6562b1df5.jpg,cow,231,146,526,641
9473a1d8-ed93-4f98-abf9-b0770f0f34b35782709118204641749_jpg.rf.c90689a60d5a81553430c18a3940cbd7.jpg,cow,274,125,573,305
aaab3a1c-cdb4-4510-b1aa-a5efb5591b7a7181377720531547174_jpg.rf.ba62012b3883fa86a9da25dc94106b62.jpg,cow,112,61,522,488
5c3f3114-f2fc-465c-88bc-c733c8da9f9e628311401191390070_jpg.rf.f30aed5bb98034a7c2b3b110ffc10c79.jpg,cow,197,111,427,472
c3866328-888e-4a81-828b-74848a546ef44444649452510069246_jpg.rf.d98ef62e63187c4c6d7bebb7b9aa4156.jpg,cow,171,125,581,603
90e54a61-e805-4354-9afe-d60faca21709239525649100858941_jpg.rf.a89df10e389683cedbf5b1d11cab6b8b.jpg,cow,65,100,408,246
e8e29330-7768-4e0f-9d95-10d7d08fb2a57770203455955140622_jpg.rf.01318a7f5d63a0ed652ef7028660fa8f.jpg,cow,110,30,542,209
8457c698-994a-45f8-879c-d258a251e36d540299560083367854_jpg.rf.3ad864a34be45e10bf5fe19b79e8cfb6.jpg,cow,286,32,572,245
2daef41e-1eba-40c8-a853-7a1eb8d952aa4940129799279280020_jpg.rf.206d1f71143a45fdfa29cd6ad4c1adfe.jpg,cow,315,127,521,326
a9824d5d-1368-4d85-abe8-1477fb3a7fd77860939338407979068_jpg.rf.1401bfd4c137f59dc0efeab790a22672.jpg,cow,55,161,641,492
f40c799e-d21b-463f-8349-e78d8a7ac00b2298982223049951868_jpg.rf.52c76887ef701e0a0bead7f2a2f85b77.jpg,goat,166,160,489,591
841f5753-e54a-46cf-864e-ecf9675f06913022444704947347921_jpg.rf.98faebb628d812d6342e7403fd172219.jpg,cow,28,87,419,338
bf5c9dbc-12bb-4780-9374-a620e0e644067575800063032187807_jpg.rf.ce15a2759439ec3398e3a6823bc8b719.jpg,cow,33,126,537,486
85394e4b-59f4-4dfb-b740-c254e2c105587920292852780080226_jpg.rf.31bedfb4ffe1e26c3f150162fa239dc6.jpg,cow,1,17,641,510
7fbb159d-6bb1-4d77-ba1e-9dab52fdb8898643702659217458805_jpg.rf.808e3d1c894f80f14c83b89448517e7c.jpg,cow,85,138,577,293
cee34a77-7225-4a07-b3d3-2593309dfddd5156302705504772699_jpg.rf.94eb5b5df1876d72c55de7174917e683.jpg,goat,1,1,427,400
6604579e-124c-4ed3-af10-3f2661c758754105470473102803557_jpg.rf.ceb6b115053d70d6ffb2d33850adc7c0.jpg,goat,28,47,367,573
f1d5a051-3ed5-4958-b224-64a1aea8826e1062418457673356441_jpg.rf.dac372364ad51863949c239fc0b98ff9.jpg,cow,23,73,641,512
6248f04a-f7f2-4062-86c2-f6c21de5454a6724896658250374032_jpg.rf.f5a1c6f71c9211668da4fad3ec4c151f.jpg,cow,35,20,630,610
6b2540f2-4c5f-4581-a8d4-f1f6cfc41d1e3803575739147011046_jpg.rf.eb1484bfd902e9580e31d6ae82ea86a5.jpg,cow,1,1,576,474
1c6b8626-b168-4931-8224-af6fcc15818d3148758043701214767_jpg.rf.8e876ec867f8b92eb4fb0b1e0e9fc7b6.jpg,goat,158,192,420,399
1b637086-ce22-4cb2-ac4b-dfd03bc1d6e23403733331202210420_jpg.rf.1e6a0ac89c3f07362e7f345b3bea70ec.jpg,cow,129,1,456,157
46c6b1ff-1fc7-4537-936c-9520a05b94552262216032632372088_jpg.rf.30a281cb9912ce1b361634b1eface0c7.jpg,goat,216,73,641,641
3bcccb90-b087-465d-86fe-6ff6d7f38d777793137154630731628_jpg.rf.b4b774712327e9b6a8149f390457ac6d.jpg,pig,60,100,516,543
577e8945-1441-4ef1-9e98-6baa97c4f40f4404942237000588985_jpg.rf.447b63bf6227d761f27cffe36d623b6c.jpg,goat,408,277,516,383
3837c6e2-7fb6-40f3-ac6e-4f7527a853e35149285362547995067_jpg.rf.685f6aae9f8ffd7c7a24ce0e031b20ad.jpg,cow,3,1,641,591
6d9b6a99-e102-4ad8-979a-5e38bc2041354855247597469564978_jpg.rf.2ad4acff2c381a7f9bcaa7cea8e62306.jpg,goat,140,1,510,523
989013a7-dd41-46ca-b2e0-dcee91bf819c1531503334013918171_jpg.rf.864f7ce2c27403c452e0808802173cd7.jpg,cow,302,173,389,278
885f87ca-eced-4029-8fe7-802f0842dc758698432654770373116_jpg.rf.7c00e6748c2ad9bfd8d3e154644c6d90.jpg,goat,3,65,641,508
68bf3ff7-e97c-4b0f-aafd-fd275ce49e954679605842524774156_jpg.rf.9ad9b085d0be8744501ace4c7942b303.jpg,goat,243,47,479,422
e443d72b-adf0-4259-bd8e-c70d708f3e834524728098952002078_jpg.rf.4045c224399a48acd81858aae145196b.jpg,cow,1,1,641,641
f67eb14b-831a-4266-96b7-036306547ebf981523475605493060_jpg.rf.5df3b31ce33b8656e94ebc46f640c947.jpg,cow,1,93,479,470
b76be05d-9b9a-488f-a8b2-1258a60396df2231079109819674826_jpg.rf.a341e507476ee7c0edc4ea10278957e0.jpg,cow,1,1,635,403
b1b7b520-f8cb-495d-9114-81b243b8c4202320548951241029121_jpg.rf.59bef0c4c0cd78615c01d034fa3b0064.jpg,cow,1,1,372,332
cee0ed05-e47e-4cb7-a106-c76b86084de62040866162840890002_jpg.rf.3122260ed968e3ad91d3f6ad68b40129.jpg,cow,1,140,488,385
360ef5a9-4ada-4e3e-a630-7758dfaefc481429412802224119055_jpg.rf.25cc57338e588a56c1c5b4e710ad356c.jpg,cow,25,1,592,631
8446ecd7-75d1-4ba2-aaca-cfb821e8e43f8467222384183911256_jpg.rf.791e47a1d2ce137f1c9445c841e8550d.jpg,cow,39,73,485,464
4142fa5f-5460-4893-85f5-5eaee493cf614313833886386164005_jpg.rf.2316395fe8b1b7e07f1ca52ed7c0c563.jpg,cow,1,107,227,364
dacfaef0-e57d-40e1-99ba-8ecb51c107d88852122384184656600_jpg.rf.19a95d292bc4c0e6c0fdc15e978821ea.jpg,cow,259,209,440,361
241972df-7e37-4a24-873a-89596fe68069309041989784981113_jpg.rf.44f8e210d1b9c3f0a9a2045fe297ac2e.jpg,cow,12,53,555,610
8fc0c834-45f8-4a16-b09c-19784f83c90c6102518782091738173_jpg.rf.11152e6575f249cadefe0ca7dc6c3d1c.jpg,cow,1,140,641,489
1d4813f5-9658-4353-b551-da3c2d3a3d7a9067913709717178149_jpg.rf.43ed9bbb538474e3272cbfba879fe8ba.jpg,cow,164,94,473,322
7bebde62-4311-4ab7-af91-d8e4a19dc1205198364971463299270_jpg.rf.7e8723f4d11a0b44148ce18f5f64e53f.jpg,cow,22,94,571,480
ad7ae382-9d84-4fb8-82a1-23cb4764e9132273334320205926494_jpg.rf.81f6dae5775b070ad55e5e169854c1e0.jpg,cow,194,168,641,511
3928796c-902c-4065-8e2a-967ef5b163c18580111313166406238_jpg.rf.720aa7530df9dd7792f8d6cb5a733374.jpg,pig,13,124,626,641
05523dd1-e1fc-4e8e-a576-dc64a178c41e7138627002997723386_jpg.rf.1297b5fe13f08adb20f9d214d6e5136b.jpg,cow,1,1,440,316
44efad94-0424-4ce7-9995-a7ec17e613483709366929758413625_jpg.rf.d2b1c753574cdd965f7f0b579d2a9be7.jpg,cow,300,156,516,479
ba38565f-96f9-4cd2-a765-b433c21966d56154030967529321262_jpg.rf.e8c12172f31e02086ccf17b446f3469c.jpg,cow,1,66,641,589
dde22d04-de92-4e97-aa20-6523b1391dbd2217817436717499895_jpg.rf.f1160ed576342a58e1e468643735aa89.jpg,pig,1,1,424,514
997aaf80-cc76-453e-ade2-c9490c3127cd8050692096275359308_jpg.rf.d0e507aacd2a6958520420a5297acdde.jpg,cow,137,83,583,418
80672acb-b32e-40f6-bd68-b42959e658498550972849147568329_jpg.rf.c85ee820030aedefaff36a65d05877f6.jpg,cow,169,23,500,433
1c2b5b1a-edec-44c2-8a1a-69e69729adf78529517547860558409_jpg.rf.e2e218fda55b5b25e197ad2add6d227b.jpg,goat,58,86,455,382
0a59ff9d-c9ff-4eff-9b12-ff58e9fa0a5e8491619699066649306_jpg.rf.e2859de7017863c0825833462b275ff9.jpg,goat,166,34,417,180
056231d1-979d-42df-82ae-f31f545e4a3c4026726825833722614_jpg.rf.f16026d69b61dbeb9a740ce61bc5ba92.jpg,cow,119,127,606,471
606f63ce-a38e-48b6-92d7-0f09d320ce0a2666281510182629596_jpg.rf.eee9079693796fa838e864c148345199.jpg,cow,89,8,615,323
b939bc0c-0db4-48d9-aee4-4d338c32a6626608469115664524197_jpg.rf.c8c9a42b0688f52a5157eb10e5cf3243.jpg,pig,190,184,521,368
6e50ca64-8446-4e00-9ded-64aff15ddf8a3834682668618249902_jpg.rf.95a509683d9a0eb9b98f5ca37406f524.jpg,cow,95,181,620,515
481a94d5-2eb3-4e57-b2f1-89767bce0288225286628688534453_jpg.rf.f9597c12a1b9e4f015f42df97fb4d24d.jpg,cow,106,20,552,291
082257e9-d876-46bf-86cf-ca3cd8f9d5973493333026840001573_jpg.rf.6049f54ae8c2d979cbc335ee9dd6d637.jpg,cow,1,116,638,627
0e411dc4-d51a-496c-a535-5c154b3d46587359800716074000729_jpg.rf.712960e5d9e9982ef99564e4134b4204.jpg,cow,16,126,593,505
49ca85e8-7586-4a65-8352-a880d8690a666106633071340330321_jpg.rf.b45a15e69dc5022bbf356566d7ebecc3.jpg,pig,221,167,406,378
9cec1ac2-67ca-429e-b7db-55fe0cc04c928291251707872981524_jpg.rf.c782420e3953d28a8622983fb8eb19f9.jpg,goat,218,210,484,349
a7511ad6-a69e-4344-8e7c-a778b341dd363318650419099328522_jpg.rf.74c4a11bb44d4e90309e269db5414ef9.jpg,cow,153,123,627,381
e0deb44a-d6cc-424e-9510-8db523e47b75797664559941024893_jpg.rf.58a247a3f12e1be33e373ab4e6a117ed.jpg,cow,1,132,641,375
96fdf24e-7829-4ef2-b7c9-e1239b920d803644292685834856426_jpg.rf.d91bcd2fd7c9b09ca065147d0de1d470.jpg,pig,282,174,396,458
91590467-70e0-4682-b0c3-aa4b0973b5599044783149498098862_jpg.rf.57083bf90bd3f762026587541408820a.jpg,cow,1,49,641,405
ffe63340-cc6f-4125-92c9-88069c43a9805978464957806424393_jpg.rf.5ff1133573263d1de12696392c4eee81.jpg,cow,139,44,517,415
1c203f11-41c5-4d5d-8c63-1cf32df22a652496348266860227777_jpg.rf.3b454dfd01de30072af6a360dc07cafd.jpg,cow,234,1,635,423
a9986021-def1-47af-8907-7bb83a7c4c659056470480993117902_jpg.rf.521db2960e358b0406deaba53f391265.jpg,cow,76,1,412,641
df7a9a9e-3727-45dc-a3b1-0559c2f9f8139065573102432334463_jpg.rf.32cc0a35862e90e2517a5918526760d8.jpg,cow,33,199,614,527
70b79637-0a72-42f7-94cd-e324071c34373409726220117957270_jpg.rf.8416605fed52517d4cb4a36258bcb642.jpg,goat,33,57,641,606
680de6f5-c7de-46a5-8d65-ea6038edaa7f8982939141970642485_jpg.rf.70bfe37172857d4812d44e764ede59c8.jpg,cow,174,107,381,437
6cae24f5-52c6-46a2-942d-cc4e9ac9da082512061586679916133_jpg.rf.4a11a211fec09a35428a41f10b423a3f.jpg,cow,1,84,641,600
61047ef4-6182-42a9-b7b4-65fa0334dcd14331443749247743143_jpg.rf.6342ef5b7586c8dab04dfac9ae9d1643.jpg,cow,146,162,516,375
